#Digilent WaveForms Logic Analyzer Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321B2E38D
#Date Time: 2025-04-07 17:06:28.436
#Sample rate: 400000Hz
#Samples: 4096

Time (s),Bus,DIO  6,DIO  5,DIO  4,DIO  3,DIO  2,DIO  1,DIO  0
-0.0043025,0,0,0,0,0,0,0,0
-0.0043,0,0,0,0,0,0,0,0
-0.0042975,0,0,0,0,0,0,0,0
-0.004295,0,0,0,0,0,0,0,0
-0.0042925,0,0,0,0,0,0,0,0
-0.00429,0,0,0,0,0,0,0,0
-0.0042875,0,0,0,0,0,0,0,0
-0.004285,0,0,0,0,0,0,0,0
-0.0042825,0,0,0,0,0,0,0,0
-0.00428,0,0,0,0,0,0,0,0
-0.0042775,0,0,0,0,0,0,0,0
-0.004275,0,0,0,0,0,0,0,0
-0.0042725,0,0,0,0,0,0,0,0
-0.00427,0,0,0,0,0,0,0,0
-0.0042675,0,0,0,0,0,0,0,0
-0.004265,0,0,0,0,0,0,0,0
-0.0042625,0,0,0,0,0,0,0,0
-0.00426,0,0,0,0,0,0,0,0
-0.0042575,0,0,0,0,0,0,0,0
-0.004255,0,0,0,0,0,0,0,0
-0.0042525,0,0,0,0,0,0,0,0
-0.00425,0,0,0,0,0,0,0,0
-0.0042475,0,0,0,0,0,0,0,0
-0.004245,0,0,0,0,0,0,0,0
-0.0042425,0,0,0,0,0,0,0,0
-0.00424,0,0,0,0,0,0,0,0
-0.0042375,0,0,0,0,0,0,0,0
-0.004235,0,0,0,0,0,0,0,0
-0.0042325,0,0,0,0,0,0,0,0
-0.00423,0,0,0,0,0,0,0,0
-0.0042275,0,0,0,0,0,0,0,0
-0.004225,0,0,0,0,0,0,0,0
-0.0042225,0,0,0,0,0,0,0,0
-0.00422,0,0,0,0,0,0,0,0
-0.0042175,0,0,0,0,0,0,0,0
-0.004215,0,0,0,0,0,0,0,0
-0.0042125,0,0,0,0,0,0,0,0
-0.00421,0,0,0,0,0,0,0,0
-0.0042075,0,0,0,0,0,0,0,0
-0.004205,0,0,0,0,0,0,0,0
-0.0042025,0,0,0,0,0,0,0,0
-0.0042,0,0,0,0,0,0,0,0
-0.0041975,0,0,0,0,0,0,0,0
-0.004195,0,0,0,0,0,0,0,0
-0.0041925,0,0,0,0,0,0,0,0
-0.00419,0,0,0,0,0,0,0,0
-0.0041875,0,0,0,0,0,0,0,0
-0.004185,0,0,0,0,0,0,0,0
-0.0041825,0,0,0,0,0,0,0,0
-0.00418,0,0,0,0,0,0,0,0
-0.0041775,0,0,0,0,0,0,0,0
-0.004175,0,0,0,0,0,0,0,0
-0.0041725,0,0,0,0,0,0,0,0
-0.00417,0,0,0,0,0,0,0,0
-0.0041675,0,0,0,0,0,0,0,0
-0.004165,0,0,0,0,0,0,0,0
-0.0041625,0,0,0,0,0,0,0,0
-0.00416,0,0,0,0,0,0,0,0
-0.0041575,0,0,0,0,0,0,0,0
-0.004155,0,0,0,0,0,0,0,0
-0.0041525,0,0,0,0,0,0,0,0
-0.00415,0,0,0,0,0,0,0,0
-0.0041475,0,0,0,0,0,0,0,0
-0.004145,0,0,0,0,0,0,0,0
-0.0041425,0,0,0,0,0,0,0,0
-0.00414,0,0,0,0,0,0,0,0
-0.0041375,0,0,0,0,0,0,0,0
-0.004135,0,0,0,0,0,0,0,0
-0.0041325,0,0,0,0,0,0,0,0
-0.00413,0,0,0,0,0,0,0,0
-0.0041275,0,0,0,0,0,0,0,0
-0.004125,0,0,0,0,0,0,0,0
-0.0041225,0,0,0,0,0,0,0,0
-0.00412,0,0,0,0,0,0,0,0
-0.0041175,0,0,0,0,0,0,0,0
-0.004115,0,0,0,0,0,0,0,0
-0.0041125,0,0,0,0,0,0,0,0
-0.00411,0,0,0,0,0,0,0,0
-0.0041075,0,0,0,0,0,0,0,0
-0.004105,0,0,0,0,0,0,0,0
-0.0041025,0,0,0,0,0,0,0,0
-0.0041,0,0,0,0,0,0,0,0
-0.0040975,0,0,0,0,0,0,0,0
-0.004095,0,0,0,0,0,0,0,0
-0.0040925,0,0,0,0,0,0,0,0
-0.00409,0,0,0,0,0,0,0,0
-0.0040875,0,0,0,0,0,0,0,0
-0.004085,0,0,0,0,0,0,0,0
-0.0040825,0,0,0,0,0,0,0,0
-0.00408,0,0,0,0,0,0,0,0
-0.0040775,0,0,0,0,0,0,0,0
-0.004075,0,0,0,0,0,0,0,0
-0.0040725,0,0,0,0,0,0,0,0
-0.00407,0,0,0,0,0,0,0,0
-0.0040675,0,0,0,0,0,0,0,0
-0.004065,0,0,0,0,0,0,0,0
-0.0040625,0,0,0,0,0,0,0,0
-0.00406,0,0,0,0,0,0,0,0
-0.0040575,0,0,0,0,0,0,0,0
-0.004055,0,0,0,0,0,0,0,0
-0.0040525,0,0,0,0,0,0,0,0
-0.00405,0,0,0,0,0,0,0,0
-0.0040475,0,0,0,0,0,0,0,0
-0.004045,0,0,0,0,0,0,0,0
-0.0040425,0,0,0,0,0,0,0,0
-0.00404,0,0,0,0,0,0,0,0
-0.0040375,0,0,0,0,0,0,0,0
-0.004035,0,0,0,0,0,0,0,0
-0.0040325,0,0,0,0,0,0,0,0
-0.00403,0,0,0,0,0,0,0,0
-0.0040275,0,0,0,0,0,0,0,0
-0.004025,0,0,0,0,0,0,0,0
-0.0040225,0,0,0,0,0,0,0,0
-0.00402,0,0,0,0,0,0,0,0
-0.0040175,0,0,0,0,0,0,0,0
-0.004015,0,0,0,0,0,0,0,0
-0.0040125,0,0,0,0,0,0,0,0
-0.00401,0,0,0,0,0,0,0,0
-0.0040075,0,0,0,0,0,0,0,0
-0.004005,0,0,0,0,0,0,0,0
-0.0040025,0,0,0,0,0,0,0,0
-0.004,0,0,0,0,0,0,0,0
-0.0039975,0,0,0,0,0,0,0,0
-0.003995,0,0,0,0,0,0,0,0
-0.0039925,0,0,0,0,0,0,0,0
-0.00399,0,0,0,0,0,0,0,0
-0.0039875,0,0,0,0,0,0,0,0
-0.003985,0,0,0,0,0,0,0,0
-0.0039825,0,0,0,0,0,0,0,0
-0.00398,0,0,0,0,0,0,0,0
-0.0039775,0,0,0,0,0,0,0,0
-0.003975,0,0,0,0,0,0,0,0
-0.0039725,0,0,0,0,0,0,0,0
-0.00397,0,0,0,0,0,0,0,0
-0.0039675,0,0,0,0,0,0,0,0
-0.003965,0,0,0,0,0,0,0,0
-0.0039625,0,0,0,0,0,0,0,0
-0.00396,0,0,0,0,0,0,0,0
-0.0039575,0,0,0,0,0,0,0,0
-0.003955,0,0,0,0,0,0,0,0
-0.0039525,0,0,0,0,0,0,0,0
-0.00395,0,0,0,0,0,0,0,0
-0.0039475,0,0,0,0,0,0,0,0
-0.003945,1,0,0,0,0,0,0,1
-0.0039425,1,0,0,0,0,0,0,1
-0.00394,1,0,0,0,0,0,0,1
-0.0039375,1,0,0,0,0,0,0,1
-0.003935,1,0,0,0,0,0,0,1
-0.0039325,1,0,0,0,0,0,0,1
-0.00393,1,0,0,0,0,0,0,1
-0.0039275,1,0,0,0,0,0,0,1
-0.003925,1,0,0,0,0,0,0,1
-0.0039225,1,0,0,0,0,0,0,1
-0.00392,1,0,0,0,0,0,0,1
-0.0039175,1,0,0,0,0,0,0,1
-0.003915,1,0,0,0,0,0,0,1
-0.0039125,1,0,0,0,0,0,0,1
-0.00391,1,0,0,0,0,0,0,1
-0.0039075,1,0,0,0,0,0,0,1
-0.003905,1,0,0,0,0,0,0,1
-0.0039025,1,0,0,0,0,0,0,1
-0.0039,1,0,0,0,0,0,0,1
-0.0038975,3,0,0,0,0,0,1,1
-0.003895,3,0,0,0,0,0,1,1
-0.0038925,3,0,0,0,0,0,1,1
-0.00389,3,0,0,0,0,0,1,1
-0.0038875,3,0,0,0,0,0,1,1
-0.003885,3,0,0,0,0,0,1,1
-0.0038825,3,0,0,0,0,0,1,1
-0.00388,3,0,0,0,0,0,1,1
-0.0038775,3,0,0,0,0,0,1,1
-0.003875,3,0,0,0,0,0,1,1
-0.0038725,3,0,0,0,0,0,1,1
-0.00387,3,0,0,0,0,0,1,1
-0.0038675,3,0,0,0,0,0,1,1
-0.003865,3,0,0,0,0,0,1,1
-0.0038625,3,0,0,0,0,0,1,1
-0.00386,3,0,0,0,0,0,1,1
-0.0038575,3,0,0,0,0,0,1,1
-0.003855,3,0,0,0,0,0,1,1
-0.0038525,3,0,0,0,0,0,1,1
-0.00385,3,0,0,0,0,0,1,1
-0.0038475,7,0,0,0,0,1,1,1
-0.003845,7,0,0,0,0,1,1,1
-0.0038425,7,0,0,0,0,1,1,1
-0.00384,7,0,0,0,0,1,1,1
-0.0038375,7,0,0,0,0,1,1,1
-0.003835,7,0,0,0,0,1,1,1
-0.0038325,7,0,0,0,0,1,1,1
-0.00383,7,0,0,0,0,1,1,1
-0.0038275,7,0,0,0,0,1,1,1
-0.003825,7,0,0,0,0,1,1,1
-0.0038225,7,0,0,0,0,1,1,1
-0.00382,7,0,0,0,0,1,1,1
-0.0038175,7,0,0,0,0,1,1,1
-0.003815,7,0,0,0,0,1,1,1
-0.0038125,7,0,0,0,0,1,1,1
-0.00381,7,0,0,0,0,1,1,1
-0.0038075,7,0,0,0,0,1,1,1
-0.003805,7,0,0,0,0,1,1,1
-0.0038025,7,0,0,0,0,1,1,1
-0.0038,7,0,0,0,0,1,1,1
-0.0037975,15,0,0,0,1,1,1,1
-0.003795,15,0,0,0,1,1,1,1
-0.0037925,15,0,0,0,1,1,1,1
-0.00379,15,0,0,0,1,1,1,1
-0.0037875,15,0,0,0,1,1,1,1
-0.003785,15,0,0,0,1,1,1,1
-0.0037825,15,0,0,0,1,1,1,1
-0.00378,15,0,0,0,1,1,1,1
-0.0037775,15,0,0,0,1,1,1,1
-0.003775,15,0,0,0,1,1,1,1
-0.0037725,15,0,0,0,1,1,1,1
-0.00377,15,0,0,0,1,1,1,1
-0.0037675,15,0,0,0,1,1,1,1
-0.003765,15,0,0,0,1,1,1,1
-0.0037625,15,0,0,0,1,1,1,1
-0.00376,15,0,0,0,1,1,1,1
-0.0037575,15,0,0,0,1,1,1,1
-0.003755,15,0,0,0,1,1,1,1
-0.0037525,15,0,0,0,1,1,1,1
-0.00375,31,0,0,1,1,1,1,1
-0.0037475,31,0,0,1,1,1,1,1
-0.003745,31,0,0,1,1,1,1,1
-0.0037425,31,0,0,1,1,1,1,1
-0.00374,31,0,0,1,1,1,1,1
-0.0037375,31,0,0,1,1,1,1,1
-0.003735,31,0,0,1,1,1,1,1
-0.0037325,31,0,0,1,1,1,1,1
-0.00373,31,0,0,1,1,1,1,1
-0.0037275,31,0,0,1,1,1,1,1
-0.003725,31,0,0,1,1,1,1,1
-0.0037225,31,0,0,1,1,1,1,1
-0.00372,31,0,0,1,1,1,1,1
-0.0037175,31,0,0,1,1,1,1,1
-0.003715,31,0,0,1,1,1,1,1
-0.0037125,31,0,0,1,1,1,1,1
-0.00371,31,0,0,1,1,1,1,1
-0.0037075,31,0,0,1,1,1,1,1
-0.003705,31,0,0,1,1,1,1,1
-0.0037025,31,0,0,1,1,1,1,1
-0.0037,31,0,0,1,1,1,1,1
-0.0036975,63,0,1,1,1,1,1,1
-0.003695,63,0,1,1,1,1,1,1
-0.0036925,63,0,1,1,1,1,1,1
-0.00369,63,0,1,1,1,1,1,1
-0.0036875,63,0,1,1,1,1,1,1
-0.003685,63,0,1,1,1,1,1,1
-0.0036825,63,0,1,1,1,1,1,1
-0.00368,63,0,1,1,1,1,1,1
-0.0036775,63,0,1,1,1,1,1,1
-0.003675,63,0,1,1,1,1,1,1
-0.0036725,63,0,1,1,1,1,1,1
-0.00367,63,0,1,1,1,1,1,1
-0.0036675,63,0,1,1,1,1,1,1
-0.003665,63,0,1,1,1,1,1,1
-0.0036625,63,0,1,1,1,1,1,1
-0.00366,63,0,1,1,1,1,1,1
-0.0036575,63,0,1,1,1,1,1,1
-0.003655,63,0,1,1,1,1,1,1
-0.0036525,63,0,1,1,1,1,1,1
-0.00365,63,0,1,1,1,1,1,1
-0.0036475,127,1,1,1,1,1,1,1
-0.003645,127,1,1,1,1,1,1,1
-0.0036425,127,1,1,1,1,1,1,1
-0.00364,127,1,1,1,1,1,1,1
-0.0036375,127,1,1,1,1,1,1,1
-0.003635,127,1,1,1,1,1,1,1
-0.0036325,127,1,1,1,1,1,1,1
-0.00363,127,1,1,1,1,1,1,1
-0.0036275,127,1,1,1,1,1,1,1
-0.003625,127,1,1,1,1,1,1,1
-0.0036225,127,1,1,1,1,1,1,1
-0.00362,127,1,1,1,1,1,1,1
-0.0036175,127,1,1,1,1,1,1,1
-0.003615,127,1,1,1,1,1,1,1
-0.0036125,127,1,1,1,1,1,1,1
-0.00361,127,1,1,1,1,1,1,1
-0.0036075,127,1,1,1,1,1,1,1
-0.003605,127,1,1,1,1,1,1,1
-0.0036025,127,1,1,1,1,1,1,1
-0.0036,127,1,1,1,1,1,1,1
-0.0035975,127,1,1,1,1,1,1,1
-0.003595,127,1,1,1,1,1,1,1
-0.0035925,127,1,1,1,1,1,1,1
-0.00359,127,1,1,1,1,1,1,1
-0.0035875,127,1,1,1,1,1,1,1
-0.003585,127,1,1,1,1,1,1,1
-0.0035825,127,1,1,1,1,1,1,1
-0.00358,127,1,1,1,1,1,1,1
-0.0035775,127,1,1,1,1,1,1,1
-0.003575,127,1,1,1,1,1,1,1
-0.0035725,127,1,1,1,1,1,1,1
-0.00357,127,1,1,1,1,1,1,1
-0.0035675,127,1,1,1,1,1,1,1
-0.003565,127,1,1,1,1,1,1,1
-0.0035625,127,1,1,1,1,1,1,1
-0.00356,127,1,1,1,1,1,1,1
-0.0035575,127,1,1,1,1,1,1,1
-0.003555,127,1,1,1,1,1,1,1
-0.0035525,127,1,1,1,1,1,1,1
-0.00355,127,1,1,1,1,1,1,1
-0.0035475,127,1,1,1,1,1,1,1
-0.003545,127,1,1,1,1,1,1,1
-0.0035425,127,1,1,1,1,1,1,1
-0.00354,127,1,1,1,1,1,1,1
-0.0035375,127,1,1,1,1,1,1,1
-0.003535,127,1,1,1,1,1,1,1
-0.0035325,127,1,1,1,1,1,1,1
-0.00353,127,1,1,1,1,1,1,1
-0.0035275,127,1,1,1,1,1,1,1
-0.003525,127,1,1,1,1,1,1,1
-0.0035225,127,1,1,1,1,1,1,1
-0.00352,127,1,1,1,1,1,1,1
-0.0035175,127,1,1,1,1,1,1,1
-0.003515,0,0,0,0,0,0,0,0
-0.0035125,0,0,0,0,0,0,0,0
-0.00351,0,0,0,0,0,0,0,0
-0.0035075,0,0,0,0,0,0,0,0
-0.003505,0,0,0,0,0,0,0,0
-0.0035025,0,0,0,0,0,0,0,0
-0.0035,0,0,0,0,0,0,0,0
-0.0034975,0,0,0,0,0,0,0,0
-0.003495,0,0,0,0,0,0,0,0
-0.0034925,0,0,0,0,0,0,0,0
-0.00349,0,0,0,0,0,0,0,0
-0.0034875,0,0,0,0,0,0,0,0
-0.003485,0,0,0,0,0,0,0,0
-0.0034825,0,0,0,0,0,0,0,0
-0.00348,0,0,0,0,0,0,0,0
-0.0034775,0,0,0,0,0,0,0,0
-0.003475,0,0,0,0,0,0,0,0
-0.0034725,0,0,0,0,0,0,0,0
-0.00347,0,0,0,0,0,0,0,0
-0.0034675,0,0,0,0,0,0,0,0
-0.003465,0,0,0,0,0,0,0,0
-0.0034625,0,0,0,0,0,0,0,0
-0.00346,0,0,0,0,0,0,0,0
-0.0034575,0,0,0,0,0,0,0,0
-0.003455,0,0,0,0,0,0,0,0
-0.0034525,0,0,0,0,0,0,0,0
-0.00345,0,0,0,0,0,0,0,0
-0.0034475,0,0,0,0,0,0,0,0
-0.003445,0,0,0,0,0,0,0,0
-0.0034425,0,0,0,0,0,0,0,0
-0.00344,0,0,0,0,0,0,0,0
-0.0034375,0,0,0,0,0,0,0,0
-0.003435,0,0,0,0,0,0,0,0
-0.0034325,0,0,0,0,0,0,0,0
-0.00343,0,0,0,0,0,0,0,0
-0.0034275,0,0,0,0,0,0,0,0
-0.003425,0,0,0,0,0,0,0,0
-0.0034225,0,0,0,0,0,0,0,0
-0.00342,0,0,0,0,0,0,0,0
-0.0034175,0,0,0,0,0,0,0,0
-0.003415,0,0,0,0,0,0,0,0
-0.0034125,0,0,0,0,0,0,0,0
-0.00341,0,0,0,0,0,0,0,0
-0.0034075,0,0,0,0,0,0,0,0
-0.003405,0,0,0,0,0,0,0,0
-0.0034025,0,0,0,0,0,0,0,0
-0.0034,0,0,0,0,0,0,0,0
-0.0033975,0,0,0,0,0,0,0,0
-0.003395,0,0,0,0,0,0,0,0
-0.0033925,0,0,0,0,0,0,0,0
-0.00339,0,0,0,0,0,0,0,0
-0.0033875,0,0,0,0,0,0,0,0
-0.003385,0,0,0,0,0,0,0,0
-0.0033825,0,0,0,0,0,0,0,0
-0.00338,0,0,0,0,0,0,0,0
-0.0033775,0,0,0,0,0,0,0,0
-0.003375,0,0,0,0,0,0,0,0
-0.0033725,0,0,0,0,0,0,0,0
-0.00337,0,0,0,0,0,0,0,0
-0.0033675,0,0,0,0,0,0,0,0
-0.003365,0,0,0,0,0,0,0,0
-0.0033625,0,0,0,0,0,0,0,0
-0.00336,0,0,0,0,0,0,0,0
-0.0033575,0,0,0,0,0,0,0,0
-0.003355,0,0,0,0,0,0,0,0
-0.0033525,0,0,0,0,0,0,0,0
-0.00335,0,0,0,0,0,0,0,0
-0.0033475,0,0,0,0,0,0,0,0
-0.003345,0,0,0,0,0,0,0,0
-0.0033425,0,0,0,0,0,0,0,0
-0.00334,0,0,0,0,0,0,0,0
-0.0033375,0,0,0,0,0,0,0,0
-0.003335,0,0,0,0,0,0,0,0
-0.0033325,0,0,0,0,0,0,0,0
-0.00333,0,0,0,0,0,0,0,0
-0.0033275,0,0,0,0,0,0,0,0
-0.003325,0,0,0,0,0,0,0,0
-0.0033225,0,0,0,0,0,0,0,0
-0.00332,0,0,0,0,0,0,0,0
-0.0033175,0,0,0,0,0,0,0,0
-0.003315,0,0,0,0,0,0,0,0
-0.0033125,0,0,0,0,0,0,0,0
-0.00331,0,0,0,0,0,0,0,0
-0.0033075,0,0,0,0,0,0,0,0
-0.003305,0,0,0,0,0,0,0,0
-0.0033025,0,0,0,0,0,0,0,0
-0.0033,0,0,0,0,0,0,0,0
-0.0032975,0,0,0,0,0,0,0,0
-0.003295,0,0,0,0,0,0,0,0
-0.0032925,0,0,0,0,0,0,0,0
-0.00329,0,0,0,0,0,0,0,0
-0.0032875,0,0,0,0,0,0,0,0
-0.003285,0,0,0,0,0,0,0,0
-0.0032825,0,0,0,0,0,0,0,0
-0.00328,0,0,0,0,0,0,0,0
-0.0032775,0,0,0,0,0,0,0,0
-0.003275,0,0,0,0,0,0,0,0
-0.0032725,0,0,0,0,0,0,0,0
-0.00327,0,0,0,0,0,0,0,0
-0.0032675,0,0,0,0,0,0,0,0
-0.003265,0,0,0,0,0,0,0,0
-0.0032625,0,0,0,0,0,0,0,0
-0.00326,0,0,0,0,0,0,0,0
-0.0032575,0,0,0,0,0,0,0,0
-0.003255,0,0,0,0,0,0,0,0
-0.0032525,0,0,0,0,0,0,0,0
-0.00325,0,0,0,0,0,0,0,0
-0.0032475,0,0,0,0,0,0,0,0
-0.003245,0,0,0,0,0,0,0,0
-0.0032425,0,0,0,0,0,0,0,0
-0.00324,0,0,0,0,0,0,0,0
-0.0032375,0,0,0,0,0,0,0,0
-0.003235,0,0,0,0,0,0,0,0
-0.0032325,0,0,0,0,0,0,0,0
-0.00323,0,0,0,0,0,0,0,0
-0.0032275,0,0,0,0,0,0,0,0
-0.003225,0,0,0,0,0,0,0,0
-0.0032225,0,0,0,0,0,0,0,0
-0.00322,0,0,0,0,0,0,0,0
-0.0032175,0,0,0,0,0,0,0,0
-0.003215,0,0,0,0,0,0,0,0
-0.0032125,0,0,0,0,0,0,0,0
-0.00321,0,0,0,0,0,0,0,0
-0.0032075,0,0,0,0,0,0,0,0
-0.003205,0,0,0,0,0,0,0,0
-0.0032025,0,0,0,0,0,0,0,0
-0.0032,0,0,0,0,0,0,0,0
-0.0031975,0,0,0,0,0,0,0,0
-0.003195,0,0,0,0,0,0,0,0
-0.0031925,0,0,0,0,0,0,0,0
-0.00319,0,0,0,0,0,0,0,0
-0.0031875,0,0,0,0,0,0,0,0
-0.003185,0,0,0,0,0,0,0,0
-0.0031825,0,0,0,0,0,0,0,0
-0.00318,0,0,0,0,0,0,0,0
-0.0031775,0,0,0,0,0,0,0,0
-0.003175,0,0,0,0,0,0,0,0
-0.0031725,0,0,0,0,0,0,0,0
-0.00317,0,0,0,0,0,0,0,0
-0.0031675,0,0,0,0,0,0,0,0
-0.003165,0,0,0,0,0,0,0,0
-0.0031625,0,0,0,0,0,0,0,0
-0.00316,0,0,0,0,0,0,0,0
-0.0031575,0,0,0,0,0,0,0,0
-0.003155,0,0,0,0,0,0,0,0
-0.0031525,0,0,0,0,0,0,0,0
-0.00315,0,0,0,0,0,0,0,0
-0.0031475,0,0,0,0,0,0,0,0
-0.003145,0,0,0,0,0,0,0,0
-0.0031425,0,0,0,0,0,0,0,0
-0.00314,0,0,0,0,0,0,0,0
-0.0031375,0,0,0,0,0,0,0,0
-0.003135,0,0,0,0,0,0,0,0
-0.0031325,0,0,0,0,0,0,0,0
-0.00313,0,0,0,0,0,0,0,0
-0.0031275,0,0,0,0,0,0,0,0
-0.003125,0,0,0,0,0,0,0,0
-0.0031225,0,0,0,0,0,0,0,0
-0.00312,0,0,0,0,0,0,0,0
-0.0031175,0,0,0,0,0,0,0,0
-0.003115,0,0,0,0,0,0,0,0
-0.0031125,0,0,0,0,0,0,0,0
-0.00311,0,0,0,0,0,0,0,0
-0.0031075,0,0,0,0,0,0,0,0
-0.003105,0,0,0,0,0,0,0,0
-0.0031025,0,0,0,0,0,0,0,0
-0.0031,0,0,0,0,0,0,0,0
-0.0030975,0,0,0,0,0,0,0,0
-0.003095,0,0,0,0,0,0,0,0
-0.0030925,0,0,0,0,0,0,0,0
-0.00309,0,0,0,0,0,0,0,0
-0.0030875,0,0,0,0,0,0,0,0
-0.003085,0,0,0,0,0,0,0,0
-0.0030825,0,0,0,0,0,0,0,0
-0.00308,0,0,0,0,0,0,0,0
-0.0030775,0,0,0,0,0,0,0,0
-0.003075,0,0,0,0,0,0,0,0
-0.0030725,0,0,0,0,0,0,0,0
-0.00307,0,0,0,0,0,0,0,0
-0.0030675,0,0,0,0,0,0,0,0
-0.003065,0,0,0,0,0,0,0,0
-0.0030625,0,0,0,0,0,0,0,0
-0.00306,0,0,0,0,0,0,0,0
-0.0030575,0,0,0,0,0,0,0,0
-0.003055,0,0,0,0,0,0,0,0
-0.0030525,0,0,0,0,0,0,0,0
-0.00305,0,0,0,0,0,0,0,0
-0.0030475,0,0,0,0,0,0,0,0
-0.003045,0,0,0,0,0,0,0,0
-0.0030425,0,0,0,0,0,0,0,0
-0.00304,0,0,0,0,0,0,0,0
-0.0030375,0,0,0,0,0,0,0,0
-0.003035,0,0,0,0,0,0,0,0
-0.0030325,0,0,0,0,0,0,0,0
-0.00303,0,0,0,0,0,0,0,0
-0.0030275,0,0,0,0,0,0,0,0
-0.003025,0,0,0,0,0,0,0,0
-0.0030225,0,0,0,0,0,0,0,0
-0.00302,0,0,0,0,0,0,0,0
-0.0030175,0,0,0,0,0,0,0,0
-0.003015,0,0,0,0,0,0,0,0
-0.0030125,0,0,0,0,0,0,0,0
-0.00301,0,0,0,0,0,0,0,0
-0.0030075,0,0,0,0,0,0,0,0
-0.003005,0,0,0,0,0,0,0,0
-0.0030025,0,0,0,0,0,0,0,0
-0.003,0,0,0,0,0,0,0,0
-0.0029975,0,0,0,0,0,0,0,0
-0.002995,0,0,0,0,0,0,0,0
-0.0029925,0,0,0,0,0,0,0,0
-0.00299,0,0,0,0,0,0,0,0
-0.0029875,0,0,0,0,0,0,0,0
-0.002985,0,0,0,0,0,0,0,0
-0.0029825,0,0,0,0,0,0,0,0
-0.00298,0,0,0,0,0,0,0,0
-0.0029775,0,0,0,0,0,0,0,0
-0.002975,0,0,0,0,0,0,0,0
-0.0029725,0,0,0,0,0,0,0,0
-0.00297,0,0,0,0,0,0,0,0
-0.0029675,0,0,0,0,0,0,0,0
-0.002965,0,0,0,0,0,0,0,0
-0.0029625,0,0,0,0,0,0,0,0
-0.00296,0,0,0,0,0,0,0,0
-0.0029575,0,0,0,0,0,0,0,0
-0.002955,0,0,0,0,0,0,0,0
-0.0029525,0,0,0,0,0,0,0,0
-0.00295,0,0,0,0,0,0,0,0
-0.0029475,0,0,0,0,0,0,0,0
-0.002945,1,0,0,0,0,0,0,1
-0.0029425,1,0,0,0,0,0,0,1
-0.00294,1,0,0,0,0,0,0,1
-0.0029375,1,0,0,0,0,0,0,1
-0.002935,1,0,0,0,0,0,0,1
-0.0029325,1,0,0,0,0,0,0,1
-0.00293,1,0,0,0,0,0,0,1
-0.0029275,1,0,0,0,0,0,0,1
-0.002925,1,0,0,0,0,0,0,1
-0.0029225,1,0,0,0,0,0,0,1
-0.00292,1,0,0,0,0,0,0,1
-0.0029175,1,0,0,0,0,0,0,1
-0.002915,1,0,0,0,0,0,0,1
-0.0029125,1,0,0,0,0,0,0,1
-0.00291,1,0,0,0,0,0,0,1
-0.0029075,1,0,0,0,0,0,0,1
-0.002905,1,0,0,0,0,0,0,1
-0.0029025,1,0,0,0,0,0,0,1
-0.0029,1,0,0,0,0,0,0,1
-0.0028975,3,0,0,0,0,0,1,1
-0.002895,3,0,0,0,0,0,1,1
-0.0028925,3,0,0,0,0,0,1,1
-0.00289,3,0,0,0,0,0,1,1
-0.0028875,3,0,0,0,0,0,1,1
-0.002885,3,0,0,0,0,0,1,1
-0.0028825,3,0,0,0,0,0,1,1
-0.00288,3,0,0,0,0,0,1,1
-0.0028775,3,0,0,0,0,0,1,1
-0.002875,3,0,0,0,0,0,1,1
-0.0028725,3,0,0,0,0,0,1,1
-0.00287,3,0,0,0,0,0,1,1
-0.0028675,3,0,0,0,0,0,1,1
-0.002865,3,0,0,0,0,0,1,1
-0.0028625,3,0,0,0,0,0,1,1
-0.00286,3,0,0,0,0,0,1,1
-0.0028575,3,0,0,0,0,0,1,1
-0.002855,3,0,0,0,0,0,1,1
-0.0028525,3,0,0,0,0,0,1,1
-0.00285,3,0,0,0,0,0,1,1
-0.0028475,7,0,0,0,0,1,1,1
-0.002845,7,0,0,0,0,1,1,1
-0.0028425,7,0,0,0,0,1,1,1
-0.00284,7,0,0,0,0,1,1,1
-0.0028375,7,0,0,0,0,1,1,1
-0.002835,7,0,0,0,0,1,1,1
-0.0028325,7,0,0,0,0,1,1,1
-0.00283,7,0,0,0,0,1,1,1
-0.0028275,7,0,0,0,0,1,1,1
-0.002825,7,0,0,0,0,1,1,1
-0.0028225,7,0,0,0,0,1,1,1
-0.00282,7,0,0,0,0,1,1,1
-0.0028175,7,0,0,0,0,1,1,1
-0.002815,7,0,0,0,0,1,1,1
-0.0028125,7,0,0,0,0,1,1,1
-0.00281,7,0,0,0,0,1,1,1
-0.0028075,7,0,0,0,0,1,1,1
-0.002805,7,0,0,0,0,1,1,1
-0.0028025,7,0,0,0,0,1,1,1
-0.0028,7,0,0,0,0,1,1,1
-0.0027975,15,0,0,0,1,1,1,1
-0.002795,15,0,0,0,1,1,1,1
-0.0027925,15,0,0,0,1,1,1,1
-0.00279,15,0,0,0,1,1,1,1
-0.0027875,15,0,0,0,1,1,1,1
-0.002785,15,0,0,0,1,1,1,1
-0.0027825,15,0,0,0,1,1,1,1
-0.00278,15,0,0,0,1,1,1,1
-0.0027775,15,0,0,0,1,1,1,1
-0.002775,15,0,0,0,1,1,1,1
-0.0027725,15,0,0,0,1,1,1,1
-0.00277,15,0,0,0,1,1,1,1
-0.0027675,15,0,0,0,1,1,1,1
